Startup Name,Industry Vertical,City,Investment Type,Amount in USD,Date
BigBasket,E-Commerce,Bangalore,Private Equity,150000000.0,2016-03-22
DrivoJoy,Technology,Bangalore,Seed Funding,600000.0,2016-03-22
CreditSeva,Technology,Hyderabad,Seed Funding,360000.0,2016-03-22
Endless Robotics,Technology,Hyderabad,Seed Funding,100000.0,2016-03-23
SP Robotics,Technology,Chennai,Seed Funding,300000.0,2016-03-23
eKincare,Technology,Hyderabad,Private Equity,330000.0,2016-03-23
Wheelstreet,Technology,Bangalore,Private Equity,500000.0,2016-03-23
Horntell,Technology,Gurgaon,Seed Funding,150000.0,2016-03-24
Schoolkart,E-Commerce,Noida,Seed Funding,300000.0,2016-03-28
Babygogo,Technology,New Delhi,Seed Funding,300000.0,2016-03-29
Veritas Finance,Finance,Chennai,Private Equity,4700000.0,2016-03-29
QikShip,Technology,New Delhi,Seed Funding,200000.0,2016-03-29
FixNix,Technology,Chennai,Seed Funding,500000.0,2016-03-29
Touchkin,Healthcare,Bangalore,Seed Funding,400000.0,2016-03-30
Altizone,Technology,Pune,Private Equity,4000000.0,2016-02-02
Strike,Technology,Bangalore,Seed Funding,22500.0,2016-02-02
Gamooz,Technology,Gurgaon,Seed Funding,22500.0,2016-02-02
SoundSurround,Technology,Mumbai,Seed Funding,22500.0,2016-02-02
Mazkara,Technology,Pune,Seed Funding,1000000.0,2016-03-02
RoadGods,E-Commerce,New Delhi,Seed Funding,100000.0,2016-03-02
Pindropmusic,Technology,Noida,Seed Funding,100000.0,2016-03-02
Woodpie,Technology,Bangalore,Seed Funding,30000.0,2016-03-02
Perfumery,E-Commerce,New Delhi,Seed Funding,30000.0,2016-04-02
ZenDrive,Technology,Bangalore,Private Equity,13500000.0,2016-05-02
Gingercrush,E-Commerce,Vadodara,Private Equity,1000000.0,2016-05-02
American Vision,Technology,Pune,Seed Funding,81000.0,2016-05-02
DawaiLelo,Technology,Varanasi,Seed Funding,52000.0,2016-05-02
Heads Up For Tails,E-Commerce,New Delhi,Seed Funding,1000000.0,2016-06-02
iStyleYou,Technology,Gurgaon,Seed Funding,100000.0,2016-08-02
AdUrCup,Technology,New Delhi,Seed Funding,100000.0,2016-08-02
Xpressbees,E-Commerce,Pune,Private Equity,12500000.0,2016-08-02
Capzest,Technology,Mumbai,Seed Funding,200000.0,2016-10-02
Affimity,Technology,Bangalore,Seed Funding,1200000.0,2016-10-02
Anandakanda,Technology,Pune,Seed Funding,150000.0,2016-10-02
ActOnMagic,Technology,Bangalore,Seed Funding,125000.0,2016-12-02
Bonhomia,Food and Beverage,New Delhi,Seed Funding,1000000.0,2016-12-02
iGrenEnergi,Technology,Mumbai,Seed Funding,1000000.0,2016-12-02
RKSV,Technology,Mumbai,Private Equity,4000000.0,2016-12-02
Aasaanjobs,Technology,Mumbai,Private Equity,5000000.0,2016-02-15
Snapdeal,E-Commerce,New Delhi,Private Equity,200000000.0,2016-02-15
GoYaNo,Technology,Gurgaon,Seed Funding,50000.0,2016-02-15
RentSher,Technology,Bangalore,Seed Funding,300000.0,2016-02-15
Buddy,Finance,Bangalore,Seed Funding,500000.0,2016-02-15
TableHero,Technology,Bangalore,Seed Funding,1000000.0,2016-02-16
BetterPlace,Technology,Bangalore,Seed Funding,970000.0,2016-02-16
icustommadeit,E-Commerce,Pune,Private Equity,4000000.0,2016-02-16
GameZop,Technology,New Delhi,Seed Funding,350000.0,2016-02-17
The Viral Fever,Technology,Mumbai,Private Equity,10000000.0,2016-02-17
HealthKumbh,Technology,Ahmedabad,Seed Funding,73000.0,2016-02-18
Careongo,E-Commerce,New Delhi,Seed Funding,300000.0,2016-02-18
Ark Robot,Technology,Bangalore,Seed Funding,350000.0,2016-02-18
Jaypore,E-Commerce,New Delhi,Private Equity,5000000.0,2016-02-19
Advantage Club,Technology,Gurgaon,Seed Funding,400000.0,2016-02-19
Baby Berry,Technology,Bangalore,Seed Funding,1000000.0,2016-02-22
Magicpin,Technology,New Delhi,Private Equity,3000000.0,2016-02-22
First Eat,Technology,New Delhi,Seed Funding,100000.0,2016-02-22
Taskbob,Technology,Mumbai,Private Equity,4500000.0,2016-02-22
Styledotme,Technology,New Delhi,Seed Funding,37000.0,2016-02-22
CupoNation,Technology,Gurgaon,Private Equity,11000000.0,2016-02-23
Sayfix,Technology,Bangalore,Seed Funding,160000.0,2016-02-24
NoBroker,Technology,Bangalore,Private Equity,10000000.0,2016-02-24
AppilyEver,Technology,Hyderabad,Seed Funding,400000.0,2016-02-24
Pocketin,Technology,Noida,Seed Funding,150000.0,2016-02-24
OfBusiness,E-Commerce,Gurgaon,Private Equity,5000000.0,2016-02-25
Juspay,Technology,Bangalore,Private Equity,5800000.0,2016-02-25
Funcart,E-Commerce,New Delhi,Seed Funding,70000.0,2016-02-25
Freedom Smart Labs,Technology,New Delhi,Seed Funding,145000.0,2016-02-26
EduBridge,Technology,Mumbai,Private Equity,2500000.0,2016-02-26
Hopscotch,E-Commerce,Mumbai,Private Equity,13000000.0,2016-02-29
B9 Beverages,Food and Beverage,New Delhi,Private Equity,6000000.0,2016-04-01
360Ride,Technology,Bangalore,Seed Funding,150000.0,2016-05-01
Alef\\nMobitech,Technology,Mumbai,Private Equity,5000000.0,2016-05-01
Sensara,Technology,Bangalore,Seed Funding,750000.0,2016-06-01
Zebpay,Technology,Ahmedabad,Private Equity,1000000.0,2016-06-01
PlanMy\\nMedicalTrip,Healthcare,Pune,Seed Funding,150000.0,2016-06-01
Infurnia,Technology,Bangalore,Seed Funding,160000.0,2016-07-01
MakeMyTrip,Technology,Gurgaon,Private Equity,180000000.0,2016-07-01
Melorra,E-Commerce,Bangalore,Private Equity,5000000.0,2016-08-01
ConfirmTKT,Technology,Bangalore,Seed Funding,250000.0,2016-08-01
Koovs,E-Commerce,Gurgaon,Private Equity,5400000.0,2016-11-01
FreshMenu,Technology,Bangalore,Private Equity,16500000.0,2016-11-01
SavvyMob,E-Commerce,Bangalore,Seed Funding,1000000.0,2016-11-01
Shopclues,E-Commerce,Gurgaon,Private Equity,100000000.0,2016-12-01
iBus Networks,Technology,Bangalore,Private Equity,2300000.0,2016-12-01
Happy2Refer,Technology,Mumbai,Seed Funding,250000.0,2016-12-01
CarTrade,Technology,Mumbai,Private Equity,145000000.0,2016-01-13
Rentomo,Technology,Bangalore,Seed Funding,100000.0,2016-01-13
Roder,Technology,New Delhi,Seed Funding,240000.0,2016-01-13
Care24,Healthcare,Mumbai,Private Equity,4000000.0,2016-01-13
Orahi,Technology,Gurgaon,Seed Funding,520000.0,2016-01-14
Fitso,Technology,Gurgaon,Seed Funding,200000.0,2016-01-15
Kartrocket,Technology,New Delhi,Private Equity,6000000.0,2016-01-18
Swiggy,Technology,Bangalore,Private Equity,35000000.0,2016-01-19
DailyObjects,E-Commerce,New Delhi,Private Equity,1400000.0,2016-01-19
Indus OS,Technology,Mumbai,Private Equity,5000000.0,2016-01-19
CollegeDunia,Technology,New Delhi,Seed Funding,445000.0,2016-01-19
Villgro,Finance,Chennai,Private Equity,3500000.0,2016-01-19
IndustryBuying,E-Commerce,New Delhi,Private Equity,1800000.0,2016-01-20
Just Buy Live,E-Commerce,Mumbai,Private Equity,20000000.0,2016-01-20
IMbesharam,E-Commerce,New Delhi,Private Equity,4000000.0,2016-01-20
Moodoo,Technology,Mumbai,Seed Funding,40000.0,2016-01-20
Fisdom,Technology,Bangalore,Seed Funding,500000.0,2016-01-21
Easypolicy,Technology,Noida,Private Equity,2200000.0,2016-01-21
Housing.com,Technology,Mumbai,Private Equity,15000000.0,2016-01-21
CREO,Technology,Bangalore,Private Equity,3000000.0,2016-01-21
ShabdaNagari,Technology,Kanpur,Seed Funding,200000.0,2016-01-22
SnapBizz,E-Commerce,Bangalore,Private Equity,7200000.0,2016-01-22
Silvan,Technology,Bangalore,Seed Funding,515000.0,2016-01-22
EPS,Technology,Mumbai,Private Equity,35000000.0,2016-01-22
Qubole,Technology,Bangalore,Private Equity,30000000.0,2016-01-22
SIFTR Labs,Technology,Mumbai,Seed Funding,150000.0,2016-01-25
Power2SME,Technology,Gurgaon,Private Equity,21000000.0,2016-01-25
Buildzar,E-Commerce,Gurgaon,Private Equity,4000000.0,2016-01-27
Applicate,Technology,Bangalore,Seed Funding,1000000.0,2016-01-27
Zebi (yet to launch),Technology,Hyderabad,Seed Funding,1000000.0,2016-01-28
Qriyo,Technology,Jodhpur,Seed Funding,160000.0,2016-01-29
Aisle,Technology,Bangalore,Seed Funding,185000.0,2016-01-29
FreshMenu,Technology,Bangalore,Private Equity,17000000.0,2016-01-29
Truebil,E-Commerce,Mumbai,Private Equity,5150000.0,2016-01-29
Rare Media,Technology,New Delhi,Private Equity,1100000.0,2016-01-29
Patel Logistics,Technology,Mumbai,Private Equity,5600000.0,2015-01-12
Godof Hospitals,Healthcare,New Delhi,Seed Funding,2000000.0,2015-01-12
EasyKhaana,Food and Beverage,New Delhi,Seed Funding,100000.0,2015-03-12
Shuttl,Technology,Gurgaon,Private Equity,20000000.0,2015-03-12
Applop,Technology,Kolkata,Seed Funding,100000.0,2015-04-12
CaRPM,Technology,Gurgaon,Seed Funding,100000.0,2015-04-12
NDTV Wedding portal,E-Commerce,New Delhi,Private Equity,20000000.0,2015-04-12
Customfurnish,E-Commerce,Hyderabad,Private Equity,4500000.0,2015-07-12
Faasos,Food and Beverage,Pune,Private Equity,30000000.0,2015-07-12
Leaf Wearables,Technology,New Delhi,Seed Funding,250000.0,2015-07-12
Yumist,Food and Beverage,Gurgaon,Private Equity,2000000.0,2015-08-12
Voxweb,Technology,Mumbai,Seed Funding,350000.0,2015-09-12
Aye Finance,Finance,New Delhi,Private Equity,3000000.0,2015-09-12
HomeStudio,E-Commerce,Bangalore,Private Equity,5000000.0,2015-10-12
Paynear,E-Commerce,Hyderabad,Private Equity,2500000.0,2015-10-12
Chillr,E-Commerce,Mumbai,Private Equity,70000000.0,2015-10-12
Weddingz.in,E-Commerce,Mumbai,Seed Funding,1000000.0,2015-11-12
Capricoast,E-Commerce,Bangalore,Private Equity,3500000.0,2015-12-14
Streamoid,Technology,Bangalore,Seed Funding,1000000.0,2015-12-15
Housejoy,E-Commerce,Bangalore,Private Equity,22500000.0,2015-12-16
Ampere Vehicles,Technology,Coimbatore,Seed Funding,1200000.0,2015-12-18
LatestOne,E-Commerce,Hyderabad,Private Equity,3000000.0,2015-12-22
Arya.ai,Technology,Mumbai,Private Equity,750000.0,2015-12-22
Doctor Insta,Healthcare,Gurgaon,Private Equity,500000.0,2015-12-22
MobieFit,Technology,Goa,Private Equity,1000000.0,2015-12-22
Mech Mocha,Technology,Bangalore,Seed Funding,1000000.0,2015-12-23
Shotang.com,E-Commerce,Bangalore,Private Equity,5000000.0,2015-12-23
Black White Orange,E-Commerce,Mumbai,Seed Funding,303000.0,2015-12-24
Canvera,Technology,Bangalore,Private Equity,2200000.0,2015-12-24
Town Essentials,Technology,Bangalore,Seed Funding,1000000.0,2015-12-28
Bumper,Technology,Bangalore,Seed Funding,500000.0,2015-12-28
Hotify,Technology,Bangalore,Seed Funding,150000.0,2015-12-29
MobiKwik,Finance,Gurgaon,Private Equity,6600000.0,2015-12-29
Twigly,Food and Beverage,Gurgaon,Seed Funding,200000.0,2015-02-11
Pokkt,Finance,Mumbai,Private Equity,5000000.0,2015-03-11
oibanit,Food and Beverage,Vadodara,Seed Funding,150000.0,2015-03-11
Stuffed,Food and Beverage,Mumbai,Seed Funding,385000.0,2015-03-11
LoanBaba,Finance,Mumbai,Seed Funding,320000.0,2015-03-11
Satvacart,E-Commerce,Gurgaon,Private Equity,1800000.0,2015-06-11
SparesHub,E-Commerce,Pune,Seed Funding,460000.0,2015-06-11
Explara,Technology,Pune,Private Equity,490000.0,2015-06-11
Yuvi Hospitality,Food and Beverage,Gurgaon,Private Equity,15000000.0,2015-06-11
BigStylist.com,E-Commerce,Mumbai,Private Equity,1000000.0,2015-09-11
Zilingo,E-Commerce,Bangalore,Private Equity,1900000.0,2015-09-11
Skoov.com,E-Commerce,Mumbai,Seed Funding,150000.0,2015-09-11
Chefs Basket,Food and Beverage,Mumbai,Private Equity,6000000.0,2015-10-11
Delight Foods,Food and Beverage,Bangalore,Private Equity,600000.0,2015-11-11
Cashkaro.com,Technology,Gurgaon,Private Equity,3700000.0,2015-11-16
Absentia,Technology,Bangalore,Seed Funding,180000.0,2015-11-16
TaskBucks,E-Commerce,New Delhi,Private Equity,15000000.0,2015-11-16
Smytten,Technology,Gurgaon,Seed Funding,200000.0,2015-11-17
Ola,Technology,Bangalore,Private Equity,500000000.0,2015-11-18
UrbanClap,E-Commerce,Gurgaon,Private Equity,25000000.0,2015-11-19
SenseGiz,Technology,Belgaum,Seed Funding,500000.0,2015-11-19
Fourseven,E-Commerce,New Delhi,Seed Funding,455000.0,2015-11-19
MindTickle,Technology,Pune,Private Equity,12500000.0,2015-11-20
Medinfi,Healthcare,Bangalore,Seed Funding,305000.0,2015-11-20
HeyPillow,E-Commerce,Bangalore,Private Equity,3000000.0,2015-11-20
Caravan Craft,E-Commerce,Bangalore,Private Equity,1200000.0,2015-11-21
RentoMojo,E-Commerce,Bangalore,Private Equity,2000000.0,2015-11-23
Medikoe,Healthcare,Bangalore,Seed Funding,100000.0,2015-11-23
Stylofie,E-Commerce,Gurgaon,Seed Funding,250000.0,2015-11-24
Naaptol,E-Commerce,Mumbai,Private Equity,52000000.0,2015-11-24
EarlySalary.com,Finance,Mumbai,Seed Funding,1500000.0,2015-11-25
Tooler,Technology,New Delhi,Seed Funding,110000.0,2015-11-25
Grofers,Technology,Gurgaon,Private Equity,120000000.0,2015-11-26
Pluss,Healthcare,Gurgaon,Private Equity,1000000.0,2015-11-26
Superhero Brands,E-Commerce,Mumbai,Seed Funding,540000.0,2015-11-30
QikPod,E-Commerce,Bangalore,Private Equity,9000000.0,2015-11-30
Shopalyst,Technology,Bangalore,Private Equity,2000000.0,2015-02-10
Chillr,Finance,Mumbai,Private Equity,6000000.0,2015-03-10
Nykaa,E-Commerce,Mumbai,Private Equity,9500000.0,2015-05-10
Voylla,E-Commerce,Jaipur,Private Equity,15000000.0,2015-05-10
IndiaLends,Finance,New Delhi,Private Equity,1000000.0,2015-05-10
Rock N Shop,E-Commerce,New Delhi,Seed Funding,150000.0,2015-05-10
DocPlexus,Healthcare,Pune,Seed Funding,700000.0,2015-06-10
Welcome Cure,Healthcare,Mumbai,Private Equity,6000000.0,2015-06-10
ZuperMeal,Food and Beverage,Mumbai,Private Equity,2000000.0,2015-08-10
Cube26,Technology,New Delhi,Private Equity,7700000.0,2015-08-10
Grabhouse,Technology,Bangalore,Private Equity,10000000.0,2015-08-10
Stockroom.io,Technology,Hyderabad,Seed Funding,70000.0,2015-09-10
Cloud Lending,Finance,Bangalore,Private Equity,8000000.0,2015-09-10
Inayo,Healthcare,Mumbai,Seed Funding,300000.0,2015-09-10
Zeppery,Food and Beverage,New Delhi,Seed Funding,77000.0,2015-09-10
Voodoo,Technology,New Delhi,Seed Funding,1000000.0,2015-10-13
AskMyGift,Technology,Noida,Seed Funding,50000.0,2015-10-14
Zappfresh,Food and Beverage,Gurgaon,Seed Funding,77000.0,2015-10-14
Citrus Payment,Finance,Mumbai,Private Equity,25000000.0,2015-10-19
Attune Technologies,Healthcare,Chennai,Private Equity,10000000.0,2015-10-20
White Owl Brewery,Food and Beverage,Mumbai,Private Equity,1530000.0,2015-10-21
MealHopper,Food and Beverage,Gurgaon,Seed Funding,100000.0,2015-10-21
Zenify.in,Technology,Bangalore,Seed Funding,640000.0,2015-10-21
Medd,Technology,Mumbai,Seed Funding,150000.0,2015-10-23
Leaping Caravan,Food and Beverage,Gurgaon,Seed Funding,150000.0,2015-10-23
Frsh,Food and Beverage,Gurgaon,Private Equity,1000000.0,2015-10-23
Qik Stay,Technology,New Delhi,Seed Funding,250000.0,2015-10-23
Flexing It,E-Commerce,New Delhi,Seed Funding,500000.0,2015-10-26
Netmeds.com,Healthcare,Chennai,Private Equity,50000000.0,2015-10-26
Razorpay,Finance,Jaipur,Private Equity,9000000.0,2015-10-26
Care24,Healthcare,Mumbai,Seed Funding,350000.0,2015-10-27
ORIGA Leasing,Finance,Mumbai,Seed Funding,1100000.0,2015-10-28
ZopHop,Technology,Mumbai,Seed Funding,450000.0,2015-10-29
TinyOwl,Food and Beverage,Mumbai,Private Equity,7500000.0,2015-10-30
Kleeto,Technology,Gurgaon,Seed Funding,230000.0,2015-10-30
TOFlo,Finance,Mumbai,Seed Funding,100000.0,2015-01-09
Stylecracker,Technology,Mumbai,Private Equity,1000000.0,2015-01-09
Zivame,E-Commerce,Bangalore,Private Equity,40000000.0,2015-02-09
Jobspire,Technology,Bangalore,Seed Funding,260000.0,2015-03-09
Vistaar Finance,Finance,Bangalore,Private Equity,40000000.0,2015-03-09
Zomato,Food and Beverage,Gurgaon,Private Equity,60000000.0,2015-07-09
Sahayog Dairy,Food and Beverage,Bhopal,Private Equity,1800000.0,2015-07-09
IndustryBuying,E-Commerce,New Delhi,Private Equity,9200000.0,2015-10-09
FitMeIn,Technology,New Delhi,Seed Funding,100000.0,2015-11-09
Zapyle,Technology,Bangalore,Seed Funding,1000000.0,2015-11-09
CredR,E-Commerce,Mumbai,Private Equity,15000000.0,2015-12-09
CanvasFlip,Technology,Hyderabad,Seed Funding,1200000.0,2015-09-14
ChaiPoint,Food and Beverage,Bangalore,Private Equity,10000000.0,2015-09-16
WedmeGood.com,Technology,Gurgaon,Seed Funding,410000.0,2015-09-16
XSTOK,E-Commerce,Mumbai,Seed Funding,450000.0,2015-09-16
YepMe,E-Commerce,Gurgaon,Private Equity,75000000.0,2015-09-17
CureJoy,Healthcare,Bangalore,Private Equity,1150000.0,2015-09-18
Briston Technomach,Technology,New Delhi,Seed Funding,150000.0,2015-09-18
LabStreet,Healthcare,Gurgaon,Seed Funding,150000.0,2015-09-18
Portea Medical,Healthcare,Bangalore,Private Equity,37500000.0,2015-09-21
Neotrade Analytics,Finance,Bangalore,Seed Funding,235000.0,2015-09-21
LafaLafa,E-Commerce,Mumbai,Seed Funding,125000.0,2015-09-21
Bestdealfinance,Finance,Mumbai,Private Equity,3000000.0,2015-09-22
Virtual Logic,Technology,Bangalore,Private Equity,800000.0,2015-09-22
Furdo,Technology,Bangalore,Seed Funding,400000.0,2015-09-22
Korra,E-Commerce,New Delhi,Seed Funding,300000.0,2015-09-22
SilverPush,Technology,Gurgaon,Private Equity,1200000.0,2015-09-23
Juggernaut,Technology,New Delhi,Private Equity,2250000.0,2015-09-23
Capabiliti,Technology,Noida,Seed Funding,400000.0,2015-09-24
Licious,Food and Beverage,Bangalore,Seed Funding,1000000.0,2015-09-24
Paytm,E-Commerce,New Delhi,Private Equity,680000000.0,2015-09-29
Zakoopi,E-Commerce,New Delhi,Seed Funding,350000.0,2015-09-29
Eywa Media,Technology,Bangalore,Seed Funding,1000000.0,2015-09-30
Snapdeal,E-Commerce,New Delhi,Private Equity,500000000.0,2015-01-08
Ressy,Food and Beverage,Pune,Seed Funding,400000.0,2015-01-08
Grex,Finance,Pune,Seed Funding,650000.0,2015-05-08
Sunday Realty Solutions,Technology,Mumbai,Seed Funding,785000.0,2015-05-08
practo,Healthcare,Bangalore,Private Equity,90000000.0,2015-06-08
Ketto,Finance,Mumbai,Seed Funding,700000.0,2015-06-08
Carl\\xe2\\x80\\x99s Jr,Food and Beverage,Gurgaon,Seed Funding,630000.0,2015-07-08
EasyRewardz,E-Commerce,Mumbai,Private Equity,500000.0,2015-07-08
eSadar,E-Commerce,New Delhi,Seed Funding,80000.0,2015-10-08
NearBuy (previously\\xc2\\xa0 groupon India),E-Commerce,New Delhi,Private Equity,16000000.0,2015-10-08
Inkmonk,E-Commerce,Chennai,Seed Funding,250000.0,2015-10-08
ToneTag,Finance,Bangalore,Private Equity,1000000.0,2015-10-08
WOW! MOMO,Food and Beverage,Kolkata,Seed Funding,1600000.0,2015-11-08
RainCan,E-Commerce,Pune,Seed Funding,100000.0,2015-11-08
OneAssist,Finance,Mumbai,Private Equity,7500000.0,2015-12-08
BigBasket,E-Commerce,Bangalore,Private Equity,50000000.0,2015-12-08
Scripbox,Finance,Bangalore,Private Equity,2500000.0,2015-12-08
IFMR Holdings,Finance,Chennai,Private Equity,25000000.0,2015-08-13
Agrostar,E-Commerce,Pune,Private Equity,4000000.0,2015-08-13
Roposo,E-Commerce,Gurgaon,Private Equity,15000000.0,2015-08-18
Zoojoo.be,Technology,Bangalore,Private Equity,1000000.0,2015-08-18
MebelKart,E-Commerce,Bangalore,Private Equity,20000000.0,2015-08-19
LabsAdvisor,E-Commerce,New Delhi,Seed Funding,156000.0,2015-08-20
Flatpebble,E-Commerce,Hyderabad,Seed Funding,600000.0,2015-08-20
ePoise,Technology,Bangalore,Seed Funding,500000.0,2015-08-21
BookMeIn,Technology,Mumbai,Seed Funding,400000.0,2015-08-24
Qyk App,E-Commerce,Bangalore,Private Equity,1000000.0,2015-08-25
EazyDiner,Food and Beverage,Gurgaon,Private Equity,3000000.0,2015-08-25
RevX,Technology,Mumbai,Private Equity,4000000.0,2015-08-25
ICustomMadeIt,E-Commerce,Pune,Seed Funding,250000.0,2015-08-25
PickMyLaundry,E-Commerce,New Delhi,Seed Funding,100000.0,2015-08-26
Belita,E-Commerce,Mumbai,Seed Funding,400000.0,2015-08-26
FoodTalkIndia,Technology,Gurgaon,Seed Funding,500000.0,2015-08-26
Vyomo,E-Commerce,Bangalore,Private Equity,2000000.0,2015-08-28
RollMafia,Food and Beverage,Pune,Seed Funding,160000.0,2015-08-28
DropKaffe,E-Commerce,Bangalore,Seed Funding,300000.0,2015-08-31
NxtGen,Technology,Bangalore,Private Equity,13500000.0,2015-01-07
BankBazaar,Finance,Chennai,Private Equity,60000000.0,2015-02-07
Gozoomo,E-Commerce,Bangalore,Private Equity,5000000.0,2015-02-07
Zenatix,Technology,Gurgaon,Seed Funding,161000.0,2015-02-07
Gingercrush,Technology,Ahmedabad,Seed Funding,1000000.0,2015-03-07
Paper Boat,Food and Beverage,Gurgaon,Private Equity,30000000.0,2015-06-07
33Coupons,E-Commerce,Kanpur,Seed Funding,20000.0,2015-08-07
Hopping Chef,Technology,Mumbai,Seed Funding,470000.0,2015-08-07
Collectabillia,E-Commerce,Bangalore,Private Equity,7500000.0,2015-08-07
Lendingkart,Finance,Ahmedabad,Private Equity,10000000.0,2015-08-07
Lybrate,Technology,New Delhi,Private Equity,10200000.0,2015-08-07
MySmartPrice,E-Commerce,Hyderabad,Private Equity,10000000.0,2015-07-14
HackerRank,Technology,Bangalore,Private Equity,7500000.0,2015-07-14
Ketto,Finance,Mumbai,Seed Funding,700000.0,2015-07-16
QuikWallet,Finance,Mumbai,Private Equity,1600000.0,2015-07-17
Omnikart,E-Commerce,Mumbai,Seed Funding,100000.0,2015-07-17
Innoviti,Finance,Bangalore,Private Equity,4850000.0,2015-07-20
Joy by nature,E-Commerce,New Delhi,Private Equity,1000000.0,2015-07-21
deGustibus,Food and Beverage,Mumbai,Private Equity,30000000.0,2015-07-22
Myonsto,E-Commerce,Ahmedabad,Seed Funding,320000.0,2015-07-23
MedGenome,Healthcare,Bangalore,Private Equity,20000000.0,2015-07-23
Fitternity,E-Commerce,Mumbai,Private Equity,1000000.0,2015-07-23
BroEx,Technology,Gurgaon,Private Equity,1000000.0,2015-07-24
ManageMySpa,Technology,Hyderabad,Private Equity,6000000.0,2015-07-27
Flipkart.com,E-Commerce,Bangalore,Private Equity,700000000.0,2015-07-28
Opinio,Food and Beverage,Bangalore,Seed Funding,1300000.0,2015-07-28
Zoctr,Healthcare,Mumbai,Seed Funding,1000000.0,2015-07-28
trueHb,Healthcare,New Delhi,Seed Funding,2400000.0,2015-07-29
Zovi.com / Little App,E-Commerce,Bangalore,Private Equity,50000000.0,2015-07-29
Pipa Bella,E-Commerce,Mumbai,Private Equity,600000.0,2015-07-30
Droom.in,E-Commerce,New Delhi,Private Equity,16000000.0,2015-07-30
Noodle Play,Food and Beverage,Mumbai,Seed Funding,168000.0,2015-07-30
LazyLad,E-Commerce,Gurgaon,Private Equity,500000.0,2015-07-31
Veeba Foods,Food and Beverage,New Delhi,Private Equity,6000000.0,2015-01-06
Truebil,E-Commerce,Mumbai,Seed Funding,500000.0,2015-01-06
Proviera,Technology,Chennai,Private Equity,550000.0,2015-01-06
AllIzHealth,Healthcare,Pune,Seed Funding,350000.0,2015-02-06
iCustomadeit,E-Commerce,Pune,Seed Funding,250000.0,2015-03-06
Zopper,Technology,Mumbai,Private Equity,20000000.0,2015-04-06
Flipkart,E-Commerce,Bangalore,Private Equity,50000000.0,2015-04-06
Clovia,E-Commerce,New Delhi,Private Equity,5000000.0,2015-09-06
Swiggy,Food and Beverage,Bangalore,Private Equity,16500000.0,2015-09-06
PayMango,E-Commerce,Gurgaon,Seed Funding,234000.0,2015-09-06
Voonik,E-Commerce,Bangalore,Private Equity,5000000.0,2015-10-06
AdStringO,Technology,Mumbai,Seed Funding,350000.0,2015-11-06
Faircent.com,Finance,Gurgaon,Seed Funding,250000.0,2015-11-06
La Renon,Healthcare,Ahmedabad,Private Equity,16000000.0,2015-12-06
Homelane,E-Commerce,Bangalore,Private Equity,50000000.0,2015-06-15
CouponRaja,E-Commerce,Mumbai,Seed Funding,500000.0,2015-06-16
MyDentist,Healthcare,Mumbai,Private Equity,8200000.0,2015-06-17
Fracktal Works,Technology,Bangalore,Private Equity,3000000.0,2015-06-18
Housejoy,E-Commerce,Bangalore,Private Equity,4000000.0,2015-06-19
FundsIndia.com,Finance,Chennai,Private Equity,11000000.0,2015-06-19
Tracxn,Finance,Bangalore,Private Equity,10000000.0,2015-06-20
EduKart,E-Commerce,New Delhi,Private Equity,1000000.0,2015-06-23
The Porter,Technology,Mumbai,Private Equity,5500000.0,2015-06-24
Fusion Microfinance,Finance,New Delhi,Private Equity,8600000.0,2015-06-25
CreditMantri,Finance,Chennai,Private Equity,2500000.0,2015-06-26
UrbanClap,E-Commerce,New Delhi,Private Equity,10000000.0,2015-06-29
AdWyze,Technology,Bangalore,Seed Funding,1000000.0,2015-06-29
Flatchat,Technology,Bangalore,Private Equity,2500000.0,2015-06-30
MyCFO,Technology,Mumbai,Private Equity,1500000.0,2015-06-30
Foodpanda,Food and Beverage,Gurgaon,Private Equity,100000000.0,2015-01-05
Termsheet,Finance,Chennai,Seed Funding,100000.0,2015-01-05
Applicate,Technology,Bangalore,Seed Funding,550000.0,2015-04-05
World Art Community,E-Commerce,Gurgaon,Seed Funding,200000.0,2015-04-05
SpoonJoy,Food and Beverage,Bangalore,Seed Funding,1000000.0,2015-04-05
Square Yards,Finance,Gurgaon,Private Equity,6000000.0,2015-05-05
Swiggy,Food and Beverage,Bangalore,Private Equity,15000000.0,2015-06-05
Box8,Food and Beverage,Mumbai,Private Equity,3500000.0,2015-07-05
BuyHatke,Technology,Bangalore,Seed Funding,1000000.0,2015-08-05
Uniken,Technology,Pune,Private Equity,2000000.0,2015-08-05
GrandOpinion,Healthcare,New Delhi,Seed Funding,150000.0,2015-08-05
Wassup,E-Commerce,Chennai,Private Equity,2000000.0,2015-12-05
IndianRoots.com,E-Commerce,Gurgaon,Private Equity,5000000.0,2015-05-14
RedPolka,E-Commerce,Mumbai,Seed Funding,250000.0,2015-05-14
Venturesity,E-Commerce,Bangalore,Seed Funding,270000.0,2015-05-15
Chaayos,Food and Beverage,New Delhi,Private Equity,1000000.0,2015-05-19
Cooey,Technology,Bangalore,Seed Funding,470000.0,2015-05-19
Crown-it,E-Commerce,Gurgaon,Private Equity,5500000.0,2015-05-19
EveningFlavors,Food and Beverage,Bangalore,Seed Funding,500000.0,2015-05-22
UrbanPro,E-Commerce,Bangalore,Private Equity,2000000.0,2015-05-26
